county_name,cbp_small_biz_count,crunchbase_count,state_abbv,pop_est_2013,state_name,crunchbase_per_capita,cbp_per_capita,land_area_sqmile,pop_density
Wise County,1266,0,TX,60939,Texas,0,0.020774873,904.422,67.37894478
St. Joseph County,1152,1,MI,60964,Michigan,1.64031E-05,0.018896398,457.85,582.5248444
Jackson County,1161,1,GA,61044,Georgia,1.63816E-05,0.019019068,656.217,20.36826233
Warrick County,1106,1,IN,61049,Indiana,1.63803E-05,0.018116595,384.815,158.6450632
Washington County,1412,3,OH,61310,Ohio,4.89317E-05,0.023030501,631.972,97.01379175
Tipton County,693,0,TN,61586,Tennessee,0,0.011252557,260.541,60.06732146
Crawford County,1056,2,AR,61640,Arkansas,3.24465E-05,0.017131733,401.786,106.5442798
Otsego County,1435,5,NY,61683,New York,8.10596E-05,0.023264108,514.971,46.85506563
Lawrence County,808,0,OH,61917,Ohio,0,0.013049728,415.595,38.1525283
Starr County,553,0,TX,61963,Texas,0,0.008924681,1223.179,50.65734451
Mercer County,1301,0,WV,61984,West Virginia,0,0.020989288,453.835,8.141725517
Acadia Parish,1130,2,LA,62204,Louisiana,3.21523E-05,0.018166034,655.119,94.95068835
Columbia County,1706,1,NY,62243,New York,1.60661E-05,0.027408705,797.574,84.68555896
Franklin County,925,0,NC,62260,North Carolina,0,0.014857051,261.497,84.16540152
Garfield County,1708,0,OK,62267,Oklahoma,0,0.02743026,1058.466,58.82758634
Coos County,1567,0,OR,62282,Oregon,0,0.025159757,1596.173,39.01957996
Bradford County,1390,1,PA,62316,Pennsylvania,1.60472E-05,0.022305668,1147.399,54.31066264
Oldham County,1223,9,KY,62364,Kentucky,0.000144314,0.019610673,1500.533,1.40083557
Pittsylvania County,816,2,VA,62426,Virginia,3.20379E-05,0.013071477,968.941,64.42703942
Kershaw County,1078,0,SC,62516,South Carolina,0,0.017243586,726.562,86.04358609
Pope County,1531,1,AR,62547,Arkansas,1.5988E-05,0.024477593,669.713,16.32341018
Tehama County,955,0,CA,63057,California,0,0.015145028,2949.709,21.37736299
Hamblen County,1285,0,TN,63074,Tennessee,0,0.020372895,161.179,391.3288952
Washington County,1063,0,NY,63093,New York,0,0.016848145,384.282,641.7240464
Montcalm County,1002,1,MI,63105,Michigan,1.58466E-05,0.015878298,705.399,89.46000774
Chippewa County,1550,0,WI,63132,Wisconsin,0,0.024551733,1008.373,62.60778502
Sauk County,1776,0,WI,63162,Wisconsin,0,0.028118172,830.902,76.01618482
Crow Wing County,2072,6,MN,63208,Minnesota,9.49247E-05,0.032780661,999.095,63.26525506
Pike County,1351,1,KY,63380,Kentucky,1.57778E-05,0.021315873,670.438,27.84597532
Spalding County,1114,1,GA,63829,Georgia,1.56669E-05,0.017452882,196.469,324.88077
Lake County,1032,2,CA,63860,California,3.13185E-05,0.016160351,376.911,19.38388638
Pulaski County,1449,0,KY,63907,Kentucky,0,0.022673573,547.099,98.24181729
Ionia County,882,0,MI,64073,Michigan,0,0.013765549,571.304,112.1521992
Liberty County,810,0,GA,64135,Georgia,0,0.012629609,835.562,9.992077189
Sampson County,994,1,NC,64150,North Carolina,1.55885E-05,0.015494934,944.74,67.90227999
Herkimer County,1124,0,NY,64181,New York,0,0.017512971,1411.47,45.47103374
Reno County,1627,1,KS,64190,Kansas,1.55788E-05,0.025346627,1255.346,51.13331305
Athens County,1044,8,OH,64681,Ohio,0.000123684,0.016140752,503.598,128.4377619
Livingston County,1253,0,NY,64705,New York,0,0.01936481,532.329,27.93573147
Carbon County,1132,0,PA,64786,Pennsylvania,0,0.017472911,381.46,169.8369423
Rice County,1477,4,MN,65049,Minnesota,6.14921E-05,0.02270596,495.684,131.2307841
Salem County,1164,1,NJ,65166,New Jersey,1.53454E-05,0.017862075,331.899,196.3428633
Catoosa County,891,0,GA,65311,Georgia,0,0.013642419,162.159,402.7590205
Nacogdoches County,1298,0,TX,65330,Texas,0,0.019868361,946.537,69.02001718
Warren County,2336,1,NY,65337,New York,1.53053E-05,0.035753095,884.135,46.24293801
Lewis and Clark County,2206,0,MT,65338,Montana,0,0.033762894,3458.828,18.89021368
McCracken County,2090,2,KY,65373,Kentucky,3.05937E-05,0.031970385,248.744,262.8123693
Blue Earth County,1926,0,MN,65528,Minnesota,0,0.029392016,747.844,87.6225523
Otero County,958,0,NM,65616,New Mexico,0,0.014600098,1261.961,14.82058479
Butler County,1303,0,KS,65803,Kansas,0,0.019801529,584.907,14.21080616
Chaves County,1441,1,NM,65823,New Mexico,1.51923E-05,0.021892044,6065.275,10.85243456
Marion County,1127,1,OH,65905,Ohio,1.51734E-05,0.017100372,403.757,163.2293682
Klamath County,1527,1,OR,65910,Oregon,1.51722E-05,0.023167956,5941.052,11.0939948
Walker County,1248,0,AL,65998,Alabama,0,0.018909664,791.192,83.41590916
San Patricio County,1042,0,TX,66137,Texas,0,0.015755175,693.451,95.37371783
St. Francois County,1473,0,MO,66215,Missouri,0,0.022245715,451.887,146.5299953
Laurens County,931,1,SC,66229,South Carolina,1.50991E-05,0.014057286,713.804,92.78317297
York County,1406,0,VA,66269,Virginia,0,0.021216557,680.595,351.6966772
Columbia County,1368,2,PA,66797,Pennsylvania,2.99415E-05,0.020479962,657.357,75.0642345
Chatham County,1304,10,NC,66817,North Carolina,0.000149663,0.019515991,426.437,652.9311481
Harrison County,1318,0,TX,66886,Texas,0,0.01970517,484.516,80.82911607
Williamson County,1592,0,IL,66924,Illinois,0,0.023788178,582.599,341.4029204
Rutherford County,1252,0,NC,66956,North Carolina,0,0.018698847,619.364,453.738028
Adams County,1827,1,IL,67130,Illinois,1.48965E-05,0.02721585,855.202,78.49607461
Fauquier County,1808,3,VA,67207,Virginia,4.46382E-05,0.02690196,647.449,103.8027706
Robertson County,1056,0,TN,67383,Tennessee,0,0.015671609,476.287,141.4756229
Columbia County,1318,2,FL,67543,Florida,2.96108E-05,0.019513495,634.705,98.06603068
Marquette County,1637,1,MI,67700,Michigan,1.4771E-05,0.024180207,1808.401,37.43638717
Wayne County,1525,1,IN,67893,Indiana,1.47291E-05,0.022461815,713.814,23.27216894
Darlington County,1097,0,SC,67935,South Carolina,0,0.016147788,561.153,121.0632394
Jefferson County,1277,8,OH,67964,Ohio,0.000117709,0.018789359,571.169,67.65773353
Ward County,2053,0,ND,67990,North Dakota,0,0.030195617,2013.279,33.77077891
Lea County,1708,1,NM,68062,New Mexico,1.46925E-05,0.025094767,4390.932,15.50058165
Armstrong County,1338,2,PA,68107,Pennsylvania,2.93656E-05,0.019645558,909.109,2.143857337
Walker County,704,0,GA,68198,Georgia,0,0.010322883,446.379,152.7804847
Greene County,1090,0,TN,68267,Tennessee,0,0.015966719,413.729,394.4707768
Carteret County,1914,1,NC,68434,North Carolina,1.46126E-05,0.027968554,506.251,135.1780046
Walker County,945,1,TX,68817,Texas,1.45313E-05,0.013732072,784.169,87.75786852
Shiawassee County,1134,0,MI,68900,Michigan,0,0.016458636,530.668,129.8363572
Jones County,1324,1,MS,68961,Mississippi,1.45009E-05,0.019199258,694.795,99.25373671
Harrison County,1831,0,WV,68972,West Virginia,0,0.026547005,899.951,74.32182419
Wilkes County,1216,0,NC,69023,North Carolina,0,0.017617316,469.49,21.3210079
Troup County,1400,1,GA,69053,Georgia,1.44816E-05,0.020274282,413.988,166.7995208
Grant County,1319,3,IN,69126,Indiana,4.3399E-05,0.019081098,548.16,10.92564215
Grand Forks County,1898,5,ND,69179,North Dakota,7.22763E-05,0.027436072,1436.376,48.16218038
Kauai County,1981,2,HI,69512,Hawaii,2.8772E-05,0.028498676,619.956,112.1240862
Belmont County,1487,0,OH,69571,Ohio,0,0.021373848,532.129,130.7408542
Greenwood County,1344,2,SC,69723,South Carolina,2.86849E-05,0.019276279,454.726,153.3296974
Morgan County,1161,0,IN,69782,Indiana,0,0.016637528,416.423,35.7905303
Bedford County,1352,1,VA,69825,Virginia,1.43215E-05,0.019362692,753.021,92.72649767
Aroostook County,1998,3,ME,70055,Maine,4.28235E-05,0.028520448,6671.33,10.50090462
Muskogee County,1433,0,OK,70303,Oklahoma,0,0.020383198,810.45,86.74563514
Portage County,1611,0,WI,70380,Wisconsin,0,0.022890026,800.679,87.90039454
Isabella County,1396,2,MI,70436,Michigan,2.83946E-05,0.019819411,572.677,122.9942882
Creek County,1381,0,OK,70470,Oklahoma,0,0.019596992,950.141,74.16793928
James City County,1646,0,VA,70516,Virginia,0,0.02334222,142.437,495.067995
Lonoke County,1000,2,AR,70753,Arkansas,2.82674E-05,0.014133676,770.728,91.80022005
DeKalb County,1079,0,AL,71013,Alabama,0,0.015194401,267.582,2665.874386
Grays Harbor County,1661,0,WA,71078,Washington,0,0.023368694,1902.027,37.36960621
Pottawatomie County,1310,1,OK,71158,Oklahoma,1.40532E-05,0.018409736,787.672,90.33963376
Bulloch County,1370,0,GA,71214,Georgia,0,0.01923779,672.809,105.8457898
Franklin County,1582,1,MA,71221,Massachusetts,1.40408E-05,0.02221255,663.645,19.36878904
Barrow County,1070,0,GA,71453,Georgia,0,0.014974879,160.309,445.7204524
Hancock County,1328,1,IN,71575,Indiana,1.39714E-05,0.018553964,471.841,18.81777972
Apache County,462,0,AZ,71934,Arizona,0,0.006422554,11197.521,6.424100477
Clallam County,2056,2,WA,72312,Washington,2.76579E-05,0.028432349,1738.329,41.59856966
Madison County,1414,5,NY,72382,New York,6.90779E-05,0.019535244,494.39,25.14411699
Putnam County,1230,0,FL,72577,Florida,0,0.016947518,160.161,36.21980382
Surry County,1678,0,NC,73050,North Carolina,0,0.022970568,532.166,137.269198
Jefferson County,1367,4,AR,73191,Arkansas,5.46515E-05,0.01867716,570.185,13.25885458
McKinley County,973,0,NM,73308,New Mexico,0,0.013272767,5449.809,13.45148059
Yuba County,819,0,CA,73340,California,0,0.011167167,631.839,116.0738732
Allegany County,1609,2,MD,73521,Maryland,2.72031E-05,0.021884904,1029.308,46.73916845
Putnam County,1731,1,TN,73525,Tennessee,1.36008E-05,0.023543013,517.317,9.423622266
Iberia Parish,1707,0,LA,73878,Louisiana,0,0.023105661,574.111,128.6824325
Augusta County,1405,0,VA,73912,Virginia,0,0.019009092,966.999,76.43441203
Wood County,1755,2,WI,73959,Wisconsin,2.7042E-05,0.023729364,793.116,93.25117637
Chelan County,2429,2,WA,73967,Washington,2.70391E-05,0.032838969,2920.525,25.3266108
Christian County,1312,0,KY,74167,Kentucky,0,0.017689808,562.645,143.7833803
Dallas County,1711,0,IA,74641,Iowa,0,0.022923058,667.386,11.88667428
Oconee County,1444,0,SC,75045,South Carolina,0,0.019241788,184.29,184.6817516
Lewis County,1808,0,WA,75081,Washington,0,0.02408066,1274.679,21.29869559
Riley County,1567,1,KS,75394,Kansas,1.32637E-05,0.020784147,609.771,123.6431382
Van Buren County,1268,0,MI,75455,Michigan,0,0.016804718,484.789,15.33863186
Anderson County,1517,7,TN,75542,Tennessee,9.26637E-05,0.020081544,715.426,266.4720041
Wagoner County,918,0,OK,75700,Oklahoma,0,0.012126816,561.555,134.8042489
Nassau County,1646,5,FL,75710,Florida,6.60415E-05,0.021740853,284.716,4749.104371
Hancock County,1697,3,OH,75773,Ohio,3.95919E-05,0.02239584,571.005,19.42890167
Bastrop County,1134,1,TX,75825,Texas,1.31883E-05,0.01495549,888.15,85.37409221
Erie County,1854,0,OH,76048,Ohio,0,0.024379339,799.154,350.7384059
Coryell County,707,1,TX,76192,Texas,1.31247E-05,0.009279189,1052.066,72.42131197
Floyd County,1773,8,IN,76244,Indiana,0.000104926,0.023254289,500.632,32.14337078
Valencia County,892,0,NM,76284,New Mexico,0,0.011693147,1066.175,71.54922972
Monroe County,3613,1,FL,76351,Florida,1.30974E-05,0.047320926,1025.675,21.67938187
Somerset County,1701,1,PA,76520,Pennsylvania,1.30685E-05,0.022229482,319.723,82.17425709
Cheshire County,1902,2,NH,76610,New Hampshire,2.61063E-05,0.024827046,706.66,108.4114001
Sullivan County,1936,2,NY,76665,New York,2.60875E-05,0.025252723,968.132,79.18858172
Cole County,2263,0,MO,76699,Missouri,0,0.029504948,393.75,194.7911111
Umatilla County,1529,0,OR,76720,Oregon,0,0.019929614,3215.509,23.8593641
Clinton County,1305,0,MI,76739,Michigan,0,0.017005695,197.246,51.43830547
Polk County,1335,0,OR,76794,Oregon,0,0.017384171,438.345,12.03390024
Bullitt County,1040,0,KY,76854,Kentucky,0,0.013532152,297.024,258.7467679
Liberty County,1030,0,TX,76907,Texas,0,0.013392799,1158.417,66.38973703
Forrest County,1848,5,MS,77059,Mississippi,6.48853E-05,0.023981624,466.314,165.2513113
Cape Girardeau County,2369,1,MO,77320,Missouri,1.29333E-05,0.030638903,578.535,133.647921
Rockingham County,1416,0,VA,77741,Virginia,0,0.018214327,694.72,430.582105
Ross County,1214,0,OH,77910,Ohio,0,0.015582082,689.188,113.0460774
Kosciusko County,1904,4,IN,77963,Indiana,5.13064E-05,0.024421841,531.381,146.7177035
Lynchburg city,2185,4,VA,78014,Virginia,5.12728E-05,0.028007793,49.128,1587.974271
Scioto County,1278,3,OH,78153,Ohio,3.83862E-05,0.016352539,610.213,128.0749509
Leavenworth County,1207,0,KS,78185,Kansas,0,0.015437744,462.831,168.9277512
White County,1513,0,AR,78483,Arkansas,0,0.01927806,376.673,69.67316479
Henderson County,1274,1,TX,78675,Texas,1.27105E-05,0.0161932,373.068,293.6193938
Island County,1686,0,WA,78801,Washington,0,0.021395668,208.449,378.034915
Raleigh County,1821,0,WV,78833,West Virginia,0,0.023099463,605.351,130.2269262
Cattaraugus County,1622,4,NY,78892,New York,5.07022E-05,0.020559753,1308.35,60.2988497
Payne County,1760,4,OK,79066,Oklahoma,5.05906E-05,0.022259884,684.703,115.4748847
Cayuga County,1650,2,NY,79477,New York,2.51645E-05,0.020760723,691.582,114.9205734
Bartholomew County,1814,0,IN,79587,Indiana,0,0.022792667,406.908,195.5896665
Lincoln County,1511,1,NC,79740,North Carolina,1.25408E-05,0.018949085,586.115,59.39107513
Twin Falls County,2451,0,ID,79957,Idaho,0,0.030653977,1921.213,41.61797781
Lauderdale County,1941,0,MS,80254,Mississippi,0,0.02418571,703.634,114.0564555
Vermilion County,1456,3,IL,80329,Illinois,3.73464E-05,0.018125459,898.368,89.41658652
Lancaster County,1227,4,SC,80458,South Carolina,4.97154E-05,0.015250193,133.25,83.66228893
Manitowoc County,1752,1,WI,80654,Wisconsin,1.23986E-05,0.021722419,589.082,136.9147249
Cullman County,1710,0,AL,80811,Alabama,0,0.021160486,734.841,109.9707284
Christian County,1650,2,MO,80899,Missouri,2.47222E-05,0.020395802,709.377,48.34946721
Elmore County,1134,1,AL,80902,Alabama,1.23606E-05,0.014016959,618.485,130.8067293
Natrona County,2942,6,WY,80973,Wyoming,7.40988E-05,0.036333099,5340.352,15.16248367
Talladega County,1225,1,AL,81096,Alabama,1.23311E-05,0.015105554,736.775,110.0688813
Clearfield County,2001,0,PA,81174,Pennsylvania,0,0.02465075,1144.722,70.91154009
Frederick County,1441,2,VA,81319,Virginia,2.45945E-05,0.017720336,413.496,196.6621201
Glynn County,2424,3,GA,81508,Georgia,3.68062E-05,0.029739412,419.753,194.1808635
Clinton County,1865,3,NY,81591,New York,3.67688E-05,0.022857913,694.915,69.67758647
Wilson County,1729,0,NC,81667,North Carolina,0,0.021171342,570.826,213.6290218
Caldwell County,1335,0,NC,81990,North Carolina,0,0.016282473,426.393,21.33477801
Cascade County,2427,0,MT,82384,Montana,0,0.029459604,2698.158,30.53342317
Newport County,2708,6,RI,82397,Rhode Island,7.28182E-05,0.032865274,102.386,804.76823
Howard County,1745,3,IN,82760,Indiana,3.62494E-05,0.021085065,463.849,22.11279964
Orange County,1358,0,TX,82957,Texas,0,0.016369927,333.669,248.620639
Bannock County,1951,1,ID,83249,Idaho,1.20122E-05,0.023435717,1111.988,74.86501653
Josephine County,1897,1,OR,83306,Oregon,1.20039E-05,0.022771469,1639.668,50.80662671
St. Landry Parish,1597,0,LA,83454,Louisiana,0,0.019136291,923.879,90.33001075
Maury County,1661,0,TN,83761,Tennessee,0,0.019830231,613.138,136.6103553
Midland County,1739,3,MI,83919,Michigan,3.57488E-05,0.020722363,516.253,162.5540191
Jefferson County,1902,4,WI,84509,Wisconsin,4.73322E-05,0.022506479,758.832,8.476184452
Muskingum County,1733,2,OH,85231,Ohio,2.34656E-05,0.020332977,664.579,128.248109
Rockwall County,1884,2,TX,85245,Texas,2.34618E-05,0.022101003,127.036,671.0302591
Lee County,2412,1,MS,85340,Mississippi,1.17178E-05,0.028263417,784.513,842.7075141
Madison County,1651,0,KY,85590,Kentucky,0,0.019289637,469.206,79.81568863
Suffolk city,1490,0,VA,85728,Virginia,0,0.017380552,400.168,214.2300234
Walton County,1518,0,GA,85754,Georgia,0,0.017701798,325.68,263.3075411
St. Croix County,2131,5,WI,85930,Wisconsin,5.81869E-05,0.024799255,722.329,118.9624119
St. Clair County,1266,2,AL,86308,Alabama,2.31728E-05,0.014668397,631.902,136.5844704
Wood County,2049,3,WV,86569,West Virginia,3.46544E-05,0.023668981,645.234,65.56691061
Benton County,2077,13,OR,86591,Oregon,0.000150131,0.023986327,1700.379,108.496988
Franklin County,1404,1,WA,86638,Washington,1.15423E-05,0.01620536,532.188,2277.884883
Rockdale County,1924,0,GA,86919,Georgia,0,0.022135551,129.793,669.6740194
Hunt County,1364,1,TX,87048,Texas,1.14879E-05,0.015669516,840.318,103.5893555
Ozaukee County,2727,12,WI,87054,Wisconsin,0.000137845,0.031325384,233.077,373.4988866
Mendocino County,2465,2,CA,87192,California,2.29379E-05,0.028270942,3506.343,24.86693401
Crawford County,2029,0,PA,87376,Pennsylvania,0,0.02322148,714.19,24.41087106
Angelina County,1863,0,TX,87441,Texas,0,0.021305795,797.778,109.6056798
Indiana County,1901,1,PA,87745,Pennsylvania,1.13967E-05,0.021665052,827.03,106.096514
Dodge County,1732,3,WI,88344,Wisconsin,3.39582E-05,0.01960518,495.89,42.79376475
Lapeer County,1573,0,MI,88389,Michigan,0,0.017796332,643.014,137.4604596
Burleigh County,2946,2,ND,88457,North Dakota,2.26099E-05,0.033304317,1632.653,54.17991453
Chemung County,1810,0,NY,88506,New York,0,0.020450591,407.352,217.2715489
Limestone County,1304,0,AL,88845,Alabama,0,0.014677247,559.936,158.6699194
Rogers County,1698,3,OK,89044,Oklahoma,3.36912E-05,0.019069224,675.632,131.7936391
Lawrence County,1973,2,PA,89333,Pennsylvania,2.23881E-05,0.022085903,690.678,48.62902829
Grafton County,2862,24,NH,89629,New Hampshire,0.00026777,0.031931629,1708.749,52.45299339
Buchanan County,2299,0,MO,89631,Missouri,0,0.025649608,571.02,36.734265
Burke County,1443,4,NC,89842,North Carolina,4.45226E-05,0.01606153,826.968,27.71933134
Grand Traverse County,3302,1,MI,89987,Michigan,1.11127E-05,0.036694189,464.331,193.799251
Victoria County,2369,0,TX,90028,Texas,0,0.026314036,882.143,102.0560159
Sherburne County,1903,11,MN,90158,Minnesota,0.000122008,0.021107389,432.917,208.25701
Calvert County,1686,0,MD,90484,Maryland,0,0.018633129,213.152,424.5045789
Orangeburg County,1647,0,SC,90942,South Carolina,0,0.018110444,1106.101,82.21853158
Campbell County,1636,14,KY,90988,Kentucky,0.000153866,0.017980393,480.191,83.79582291
Moore County,2197,4,NC,91587,North Carolina,4.36743E-05,0.023988121,899.691,24.60956039
Grant County,1741,0,WA,91878,Washington,0,0.018949041,477.373,24.63272954
Rockingham County,1664,0,NC,91878,North Carolina,0,0.018110973,565.551,162.4574972
Story County,2004,17,IA,92406,Iowa,0.000183971,0.021686903,572.818,161.3182547
Wayne County,1713,0,NY,92473,New York,0,0.018524326,603.826,153.1451113
Tuscarawas County,2142,5,OH,92672,Ohio,5.39537E-05,0.023113778,567.636,163.2595537
Pottawattamie County,1978,1,IA,92728,Iowa,1.07842E-05,0.021331205,950.28,97.57966073
Lauderdale County,1964,1,AL,92797,Alabama,1.07762E-05,0.021164477,667.697,138.9807053
Dougherty County,2330,1,GA,92969,Georgia,1.07563E-05,0.025062117,328.689,282.8479201
Flathead County,3870,7,MT,93068,Montana,7.52138E-05,0.041582499,5087.66,18.29288907
Platte County,2238,0,MO,93310,Missouri,0,0.023984568,420.19,222.0662081
Bowie County,2188,1,TX,93487,Texas,1.06967E-05,0.023404324,885.006,105.6343121
Roanoke County,2010,27,VA,93524,Virginia,0.000288696,0.02149181,250.518,373.3224758
Sevier County,2543,0,TN,93570,Tennessee,0,0.027177514,1910.577,10.91398044
Geauga County,2752,2,OH,93972,Ohio,2.12829E-05,0.029285319,400.164,234.8337182
Northumberland County,1654,1,PA,94076,Pennsylvania,1.06297E-05,0.01758153,191.295,63.77584359
Gallatin County,4960,33,MT,94720,Montana,0.000348395,0.052364865,2602.689,36.39313034
Marshall County,1787,0,AL,94760,Alabama,0,0.018858168,386.789,31.4202317
Nash County,2049,0,NC,95093,North Carolina,0,0.021547327,540.407,175.9655223
Matanuska-Susitna Borough,2069,1,AK,95192,Alaska,1.05051E-05,0.02173502,24607.898,3.868351535
Sutter County,1695,4,CA,95350,California,4.19507E-05,0.017776612,602.41,158.280905
Carver County,2435,25,MN,95562,Minnesota,0.00026161,0.02548084,354.325,269.7015452
Dubuque County,2762,2,IA,95697,Iowa,2.08993E-05,0.028861929,608.305,157.3174641
Laramie County,2905,9,WY,95809,Wyoming,9.39369E-05,0.030320742,2685.912,35.67093784
Floyd County,1945,1,GA,95821,Georgia,1.04361E-05,0.020298264,380.42,40.81804322
Cape May County,3805,0,NJ,95897,New Jersey,0,0.039677988,251.425,381.4139405
Portsmouth city,1692,1,VA,96205,Virginia,1.03945E-05,0.017587443,33.653,2858.734734
Montgomery County,1928,36,VA,96207,Virginia,0.000374193,0.020040122,461.553,1160.963096
Cleveland County,1921,0,NC,97047,North Carolina,0,0.019794533,538.766,499.920188
Cabell County,2473,0,WV,97133,West Virginia,0,0.025459936,281.018,345.6468981
Lafourche Parish,1836,0,LA,97141,Louisiana,0,0.018900361,1068.214,90.9377709
Garland County,2691,1,AR,97173,Arkansas,1.02909E-05,0.027692878,677.781,143.3693184
Highlands County,1860,2,FL,97616,Florida,2.04884E-05,0.019054253,1016.615,96.02061744
Nevada County,2961,6,CA,98200,California,6.10998E-05,0.030152749,957.772,102.5296208
Daviess County,2263,4,KY,98218,Kentucky,4.07257E-05,0.023040583,458.346,214.287896
Roanoke city,3171,0,VA,98465,Virginia,0,0.032204337,42.562,2313.448616
Steuben County,1806,1,NY,98650,New York,1.01368E-05,0.018307146,308.939,111.2128932
Madison County,2529,0,TN,98733,Tennessee,0,0.025614536,715.582,373.437286
Lenawee County,1807,2,MI,99188,Michigan,2.01637E-05,0.01821793,749.555,132.329182
Putnam County,2822,3,NY,99645,New York,3.01069E-05,0.028320538,727.622,99.74547224
Ashtabula County,1937,1,OH,99811,Ohio,1.00189E-05,0.019406679,701.931,142.1948881
Flagler County,1860,3,FL,99956,Florida,3.00132E-05,0.018608188,485.461,205.899135
Madison County,2891,14,MS,100412,Mississippi,0.000139426,0.02879138,801.593,432.75328
Fairbanks North Star Borough,2468,3,AK,100436,Alaska,2.98698E-05,0.024572862,7338.209,13.68671838
Cass County,1811,0,MO,100641,Missouri,0,0.017994654,490.062,105.9253727
Yamhill County,2311,1,OR,100725,Oregon,9.92802E-06,0.022943658,715.86,140.7048864
Wicomico County,2527,1,MD,100896,Maryland,9.9112E-06,0.025045592,374.444,269.4555127
Bartow County,1849,0,GA,101273,Georgia,0,0.018257581,459.544,220.3771565
Hanover County,3071,4,VA,101330,Virginia,3.9475E-05,0.030306918,468.536,216.2694009
Eau Claire County,2661,5,WI,101438,Wisconsin,4.92912E-05,0.026232773,637.983,158.997967
Craighead County,2471,1,AR,101488,Arkansas,9.85338E-06,0.024347706,707.206,143.5055698
Adams County,1897,0,PA,101546,Pennsylvania,0,0.018681189,563.272,56.11853598
Fond du Lac County,2359,1,WI,101798,Wisconsin,9.82338E-06,0.023173343,719.553,141.4739429
Franklin County,2596,0,MO,101816,Missouri,0,0.025496975,922.681,110.3479968
Bradley County,1874,1,TN,101848,Tennessee,9.81855E-06,0.018399969,328.762,309.7924943
Cowlitz County,2154,0,WA,101860,Washington,0,0.021146672,1140.125,89.34108102
Cecil County,1777,2,MD,101913,Maryland,1.96246E-05,0.017436441,346.273,294.3140239
Woodbury County,2685,1,IA,102130,Iowa,9.79144E-06,0.026290023,872.834,117.009649
Monongalia County,2243,11,WV,102274,West Virginia,0.000107554,0.021931283,360.062,284.0455255
Newton County,1302,0,GA,102446,Georgia,0,0.012709135,578.104,37.5174709
Walworth County,2587,10,WI,102945,Wisconsin,9.71392E-05,0.025129924,555.127,185.4440515
Whitfield County,2165,0,GA,102945,Georgia,0,0.021030647,290.464,354.4156935
Albemarle County,2564,119,VA,103000,Virginia,0.00115534,0.024893204,720.698,142.9170055
Miami County,2109,1,OH,103439,Ohio,9.66753E-06,0.020388828,406.58,254.4124158
Tompkins County,2340,42,NY,103617,New York,0.000405339,0.022583167,474.649,218.3023666
Houston County,2697,0,AL,103668,Alabama,0,0.026015743,1230.909,18.61307375
Etowah County,2003,0,AL,103931,Alabama,0,0.019272402,534.991,194.2668194
Craven County,2141,0,NC,104489,North Carolina,0,0.020490195,708.958,147.3839071
DeKalb County,1957,0,IL,104741,Illinois,0,0.018684183,421.356,30.47304417
Allen County,2455,2,OH,105298,Ohio,1.89937E-05,0.023314783,402.496,261.6125378
Pennington County,3651,5,SD,105761,South Dakota,4.72764E-05,0.034521232,2776.553,38.09075498
Columbiana County,2051,1,OH,105893,Ohio,9.44349E-06,0.019368608,531.893,199.0870344
Bay County,2242,0,MI,106832,Michigan,0,0.020986221,442.302,241.5363259
Douglas County,2406,1,OR,106940,Oregon,9.35104E-06,0.022498597,431.802,7.000893928
Sumter County,1317,1,FL,107056,Florida,9.34091E-06,0.012301973,482.697,64.97657951
Navajo County,1691,0,AZ,107322,Arizona,0,0.015756322,9950.422,10.78567321
Warren County,2483,1,NJ,107379,New Jersey,9.31281E-06,0.023123702,569.827,83.07082676
Bonneville County,3237,6,ID,107517,Idaho,5.58051E-05,0.030106867,1866.077,57.61659353
Androscoggin County,2670,2,ME,107604,Maine,1.85867E-05,0.024813204,467.927,229.9589466
Sumter County,1769,0,SC,108123,South Carolina,0,0.016360996,665.066,162.5748422
Hardin County,2302,1,KY,108191,Kentucky,9.24291E-06,0.021277186,623.278,173.5838582
Vigo County,2484,2,IN,108291,Indiana,1.84688E-05,0.022938194,403.313,268.5036188
Eaton County,2028,1,MI,108348,Michigan,9.22952E-06,0.018717466,575.175,188.3739731
Fayette County,3179,3,GA,108365,Georgia,2.76842E-05,0.02933604,790.339,170.8115125
Kaufman County,1700,0,TX,108568,Texas,0,0.015658389,780.699,139.0651198
Berkeley County,1570,0,WV,108706,West Virginia,0,0.014442625,1098.857,176.5652856
Ontario County,2835,8,NY,109103,New York,7.33252E-05,0.02598462,644.065,169.3974987
Macon County,2447,0,IL,109278,Illinois,0,0.02239243,608.885,32.33451309
Henderson County,2516,5,NC,109540,North Carolina,4.56454E-05,0.022968779,873.748,90.04312456
St. Mary's County,1926,5,MD,109633,Maryland,4.56067E-05,0.017567703,357.18,306.9404782
LaPorte County,2296,0,IN,111281,Indiana,0,0.020632453,598.299,185.9956309
Missoula County,4173,20,MT,111807,Montana,0.00017888,0.037323245,2593.424,43.11173183
St. Lawrence County,1968,5,NY,111963,New York,4.46576E-05,0.017577235,2680.377,41.77136276
Kankakee County,2362,0,IL,112120,Illinois,0,0.021066714,676.556,165.7216845
LaSalle County,2710,1,IL,112183,Illinois,8.91401E-06,0.024156958,1135.124,98.82885042
Carroll County,1979,2,GA,112355,Georgia,1.78007E-05,0.017613813,447.595,374.3652186
Allegan County,2221,0,MI,112531,Michigan,0,0.019736784,825.231,136.3630305
